Player,Season,Team,Position,GP,TOI,TM #,TOI/GP,TOI%,RAPM_CA/60,RAPM_xGA/60,GAR/60,xGAR/60
Arttu Ruotsalainen,21-22,BUF,C,18,189.57,26,13.83,27.19,-2.02,-0.097,-0.04,-0.08
Artturi Lehkonen,21-22,COL,L,16,206.68,22,15.39,31.15,2.14,0.066,0.33,0.39
Artturi Lehkonen,21-22,MTL,L,58,676.65,32,14.59,29.44,-0.74,-0.052,0.01,0.04
Artturi Lehkonen,22-23,COL,L,64,944.57,36,16.74,33.82,2.66,0.102,0.43,0.43
Artturi Lehkonen,23-24,COL,L,45,604.25,29,15.75,32.12,2.32,0.067,0.37,0.41
Artturi Lehkonen,24-25,COL,L,69,1115.02,39,16.68,33.27,2.99,0.073,0.19,0.26
Artturi Lehkonen,25-26,COL,L,38,571.05,22,16.18,33.12,3.77,0.183,0.74,0.86
Austin Czarnik,21-22,NYI,C,11,113.37,22,14.49,28.48,-1.46,-0.044,0.01,0.02
Austin Czarnik,21-22,SEA,C,6,58.02,19,14.22,28.3,-0.49,-0.065,0.19,0.11
Austin Czarnik,22-23,DET,C,29,298.4,25,13.73,27.76,-1.77,-0.068,0.01,0.07
Austin Czarnik,23-24,DET,C,34,276.13,23,13.6,27.46,-1.8,-0.028,0.18,0.2
Austin Poganski,21-22,WPG,R,16,146.17,26,13.78,27.5,-0.44,0.008,-0.01,0.04
Austin Wagner,22-23,CHI,L,7,84.12,22,13.36,26.62,-2.76,-0.116,0.04,-0.1
Austin Watson,21-22,OTT,L,67,695.48,35,13.96,28.09,-1.46,-0.052,0.05,-0.03
Austin Watson,22-23,OTT,L,75,600.83,31,12.7,26.71,0.48,0.037,0.14,0.09
Austin Watson,23-24,T.B,L,33,235.97,30,13.17,26.47,-1.03,-0.07,0,0.05
Austin Watson,24-25,DET,L,13,99.78,24,13.77,26.95,-1.62,-0.058,0.01,-0.04
Auston Matthews,21-22,TOR,C,73,1230.57,32,15.52,30.7,2.21,0.139,0.59,0.44
Auston Matthews,22-23,TOR,C,74,1184.05,41,15,30.32,1.18,0.097,0.32,0.29
Auston Matthews,23-24,TOR,C,81,1300.67,29,15.4,30.48,0.38,0.019,0.28,0.2
Auston Matthews,24-25,TOR,C,67,990.65,30,15.71,31.33,0.45,0.082,0.32,0.37
Auston Matthews,25-26,TOR,C,33,515.08,24,15.42,30.45,-1.43,-0.025,0.28,0.23
Axel Jonsson-Fjallby,21-22,WSH,L,23,240.1,27,14.37,28.68,1.74,0.083,0.27,0.32
Axel Jonsson-Fjallby,22-23,WPG,L,50,472.07,29,13.44,27.44,0.53,0.024,0.07,0.07
Axel Jonsson-Fjallby,23-24,WPG,L,26,204.68,22,13.01,26.21,0.92,0.006,0.21,0.15
Barclay Goodrow,21-22,NYR,C,79,1059.67,30,14.71,29.04,-0.84,-0.026,0.05,0.11
Barclay Goodrow,22-23,NYR,C,82,960.02,29,14.51,28.84,0.52,0.021,0.16,0.19
Barclay Goodrow,23-24,NYR,C,80,828.48,30,13.69,27.42,0.19,-0.018,0.05,0.14
Barclay Goodrow,24-25,S.J,C,77,854.22,40,14.1,28.33,-2.45,-0.099,-0.06,-0.05
Barclay Goodrow,25-26,S.J,C,39,364.05,26,12.9,26.52,-1.63,-0.059,0.05,0.12
Barrett Hayton,21-22,ARI,C,60,768.43,35,14.87,29.44,-2.28,-0.126,0,0.05
Barrett Hayton,22-23,ARI,C,82,1099.75,33,14.53,29.72,-0.71,-0.063,0.07,0.13
Barrett Hayton,23-24,ARI,C,33,420.25,25,15.34,31.08,0.52,-0.015,0.11,0.13
Barrett Hayton,24-25,UTA,C,82,1057.23,26,15.1,30.03,1.64,0.064,0.15,0.21
Barrett Hayton,25-26,UTA,C,35,461.88,23,15.02,30.45,1.6,0.057,0.34,0.34
Beck Malenstyn,21-22,WSH,L,12,99.58,24,13.48,26.84,1.44,0.06,0.21,0.25
Beck Malenstyn,22-23,WSH,L,9,85.5,27,13.97,27.92,1.54,0.062,0.22,0.32
Beck Malenstyn,23-24,WSH,L,81,920.6,31,14.65,28.93,0.32,0.024,0.25,0.22
Beck Malenstyn,24-25,BUF,L,76,679.7,29,13.74,27.57,0.21,-0.056,0.08,0.05
Beck Malenstyn,25-26,BUF,L,37,357.25,27,14.21,28.44,0.03,0.024,0.14,0.14
Beckett Sennecke,25-26,ANA,R,39,562.03,21,14.89,30.15,1.29,0.007,0.13,0.17
Ben Jones,24-25,MIN,C,26,212.47,25,13.32,26.06,-2.49,-0.081,-0.09,-0.04
Ben Jones,25-26,MIN,C,20,168.67,27,13.24,26.21,-1.12,0.008,0.14,0.09
Ben Kindel,25-26,PIT,C,34,436.05,31,14.58,28.83,0.54,0.025,0.01,0.07
Ben Meyers,22-23,COL,C,39,363.65,33,13.49,27.16,0.96,0.025,0.12,0.19
Ben Meyers,23-24,ANA,C,14,135.02,24,13.6,27.94,-1.39,-0.05,0.08,0.03
Ben Meyers,23-24,COL,C,9,83.67,21,13.22,27.01,1.34,-0.005,0.2,0.22
Ben Meyers,24-25,SEA,C,8,66.62,23,13.8,27.44,-1.23,-0.029,0.15,0.07
Ben Meyers,25-26,SEA,C,19,175.33,24,13.58,26.69,-1.12,-0.088,0.01,0.07
Benoit-Olivier Groulx,21-22,ANA,C,18,165.4,27,14.09,27.76,-0.8,-0.043,0.01,0.08
Benoit-Olivier Groulx,23-24,ANA,C,45,473.72,32,13.37,27.62,-1.24,-0.047,0.03,0.02
Berkly Catton,25-26,SEA,C,24,268.02,25,14.93,29.35,-1.5,-0.08,0.05,0.06
Blake Coleman,21-22,CGY,C,81,1039.12,25,14.42,28.92,2.95,0.089,0.29,0.29
Blake Coleman,22-23,CGY,C,82,1107.55,28,14.8,30.05,3.97,0.146,0.26,0.3
Blake Coleman,23-24,CGY,C,78,1112.97,34,15.49,31.14,2.4,0.05,0.17,0.22
Blake Coleman,24-25,CGY,C/L,82,1133.97,34,15.5,30.67,1.21,0.03,0.1,0.15
Blake Coleman,25-26,CGY,L,39,519.37,27,14.85,30.26,0.95,0.011,0.17,0.1
Blake Comeau,21-22,DAL,L,6,62.02,18,14.84,29.48,0.6,0.027,-0.02,0.08
Blake Lizotte,21-22,L.A,C,70,758.95,34,13.84,27.64,1.63,0.056,0.19,0.16
Blake Lizotte,22-23,L.A,C,81,922.97,29,13.94,28.15,0.74,0.037,0.23,0.22
Blake Lizotte,23-24,L.A,C,62,616.02,24,13.58,27.54,2.05,0.083,0.16,0.14
Blake Lizotte,24-25,PIT,C,59,662.1,37,13.93,27.42,-0.44,-0.023,0.05,0
Blake Lizotte,25-26,PIT,C,28,310.02,31,13.8,27.25,1.3,0.011,0.15,0.08
Blake Wheeler,21-22,WPG,R,65,1008.47,30,16.08,32.07,0.07,-0.002,0.12,0.15
Blake Wheeler,22-23,WPG,R,72,957.85,28,15.07,30.81,1.02,0.057,0.23,0.27
Blake Wheeler,23-24,NYR,R,54,622.88,26,14.73,29.48,0.49,-0.005,0.17,0.15
Bo Horvat,21-22,VAN,C,70,1008.1,32,15.15,30.13,1.17,0.032,0.17,0.15
Bo Horvat,22-23,NYI,C,30,478.13,24,14.9,29.6,0.98,0.075,0.18,0.28
Bo Horvat,22-23,VAN,C,49,708.93,29,14.98,30.02,-0.04,-0.079,0.09,0.04
Bo Horvat,23-24,NYI,C,81,1244.25,25,15.83,31.07,0.57,0.055,0.25,0.19
Bo Horvat,24-25,NYI,C,81,1240.4,30,15.58,30.5,0.55,0.04,0.2,0.2
Bo Horvat,25-26,NYI,C,34,461.55,23,15.17,30.5,0.43,-0.04,0.04,0.05
Bobby Brink,21-22,PHI,R,10,116.53,23,14.55,29.58,-0.95,-0.022,0.05,0.2
Bobby Brink,23-24,PHI,R,57,645.73,28,14.29,28.96,0.69,0.069,0.18,0.23
Bobby Brink,24-25,PHI,R,79,985.3,30,15.24,29.66,0.13,0.089,0.22,0.32
Bobby Brink,25-26,PHI,R,37,490.33,26,15.05,29.58,-0.14,0.014,0.24,0.32
Bobby McMann,22-23,TOR,C,10,103.32,27,14.07,28.4,1.05,0.059,0.25,0.25
Bobby McMann,23-24,TOR,C,56,582.43,27,14.45,28.67,0.4,0.017,0.12,0.13
Bobby McMann,24-25,TOR,C,74,963.15,30,14.96,29.84,-0.72,-0.017,0.24,0.19
Bobby McMann,25-26,TOR,C,37,487.28,25,14.82,29.28,-1.45,-0.02,0.25,0.22
Bokondji Imama,24-25,PIT,L,16,89.63,28,13.59,26.73,-0.06,-0.022,0.04,0.09
Boone Jenner,21-22,CBJ,C,59,899.65,28,15.66,31.17,-0.43,-0.09,0.13,0.09
Boone Jenner,22-23,CBJ,C,68,1069.85,36,15.52,30.81,-1.62,-0.071,0.12,0.14
Boone Jenner,23-24,CBJ,C,58,849.9,32,15.46,30.74,0.08,-0.006,0.17,0.16
Boone Jenner,24-25,CBJ,C,26,365.7,25,16.18,31.33,0.97,0.035,0.34,0.42
Boone Jenner,25-26,CBJ,C,24,318.15,24,15.48,30.25,0.7,0.025,0.2,0.24
Boris Katchouk,21-22,CHI,L,21,185.8,23,13.39,26.45,-2.67,-0.071,0.03,-0.03
Boris Katchouk,21-22,T.B,L,38,358.45,27,13.57,27.33,0.12,0.044,0.18,0.19
Boris Katchouk,22-23,CHI,L,58,608.17,37,13.66,27.19,-1.42,-0.065,0.03,0.05
Boris Katchouk,23-24,CHI,L,38,404.27,30,13.82,27.83,-1.99,-0.118,-0.1,-0.12
Boris Katchouk,23-24,OTT,L,21,202.45,23,12.94,26.23,0,-0.001,0.12,0.05
Brad Lambert,24-25,WPG,C,5,50.53,21,14.53,28.39,0.17,0.01,0.15,0.11
Brad Malone,21-22,EDM,C,8,55.75,23,13.37,26.69,0.91,-0.002,0.1,0.08
Brad Malone,22-23,EDM,C,10,64.78,23,12.66,25.75,0.61,0.045,0.1,0.08
Brad Marchand,21-22,BOS,C/L,70,939.08,31,14.93,30.24,5.01,0.228,0.52,0.54
Brad Marchand,22-23,BOS,L,73,949.83,31,14.37,29.7,4.19,0.233,0.62,0.6
Brad Marchand,23-24,BOS,L,82,1095.57,31,15.2,30.57,-0.37,0.021,0.24,0.22
Brad Marchand,24-25,BOS,L,61,801.07,28,14.8,29.59,-0.21,0.012,0.27,0.22
Brad Marchand,24-25,FLA,L,10,137.68,24,14.77,29.61,2.38,0.079,0.16,0.23
Brad Marchand,25-26,FLA,L,37,483.32,23,14.94,31.19,2.09,0.068,0.32,0.3
Brad Richardson,21-22,CGY,R,27,254.3,23,13.72,27.54,1.11,-0.004,0.16,0.07
Brad Richardson,21-22,VAN,R,17,157.92,21,13.75,27.16,0.1,-0.003,0.04,0.06
Bradly Nadeau,25-26,CAR,L,8,80.48,22,13.44,26.58,2.72,0.076,0.31,0.12
Brady Tkachuk,21-22,OTT,L,79,1175.07,35,15.59,31.41,-0.54,-0.033,0.17,0.18
Brady Tkachuk,22-23,OTT,L,82,1136.23,33,15.43,32.48,2.11,0.093,0.29,0.3
Brady Tkachuk,23-24,OTT,L,81,1221.52,30,15.52,31.48,0.67,0.026,0.22,0.23
Brady Tkachuk,24-25,OTT,L,72,1014.53,27,15.14,30.86,0.83,0.013,0.26,0.21
Brady Tkachuk,25-26,OTT,L,18,244.28,25,15.18,30.53,1.97,0.072,0.3,0.29
Braeden Bowman,25-26,VGK,R,22,293.05,20,16.15,30.84,-0.21,0.031,0.28,0.37
Brandon Biro,23-24,BUF,L,5,50.63,23,13.97,28.02,-0.6,-0.068,0.01,-0.02
Brandon Duhaime,21-22,MIN,R,80,752.98,31,13.47,27.59,0.44,0.05,0.22,0.22
Brandon Duhaime,22-23,MIN,R,51,495.12,30,14.17,28.38,-0.86,-0.01,0.09,0.04
Brandon Duhaime,23-24,COL,R,18,183.35,22,14.24,28.96,3.71,0.104,0.37,0.37
Brandon Duhaime,23-24,MIN,R,62,522.03,29,13.21,27.07,-0.7,-0.017,0.16,0.18
Brandon Duhaime,24-25,WSH,R,82,891.55,26,14.39,28.51,1.74,0.119,0.24,0.28
Brandon Duhaime,25-26,WSH,R,39,388.02,23,14.16,28.63,1.09,0.04,0.18,0.22
Brandon Gignac,23-24,MTL,C,7,64.82,20,13.23,26.74,-2.2,-0.094,0.1,0.08
Brandon Hagel,21-22,CHI,L,55,747.07,33,15.4,30.52,-1.26,-0.049,0.13,0.1
Brandon Hagel,21-22,T.B,L,22,267.33,19,14.99,30.28,1.83,0.059,0.24,0.32
Brandon Hagel,22-23,T.B,L,81,1138.67,27,15.46,31.38,1.45,0.096,0.24,0.29
Brandon Hagel,23-24,T.B,L,82,1254.27,31,15.28,30.68,0.86,-0.001,0.19,0.22
Brandon Hagel,24-25,T.B,L,82,1270.47,27,15.08,29.78,2.29,0.134,0.37,0.38
Brandon Hagel,25-26,T.B,L,33,462.67,28,14.64,30.43,1.78,0.081,0.38,0.39
Brandon Saad,21-22,STL,L,78,1029.82,29,15.24,30.39,0.07,-0.004,0.18,0.22
Brandon Saad,22-23,STL,L,71,945,31,15.24,30.26,-0.96,-0.081,0.16,0.14
Brandon Saad,23-24,STL,L,82,1080.97,28,15.07,30.2,-1.08,-0.058,0.09,0.06
Brandon Saad,24-25,STL,L,43,549.37,25,15.62,30.23,-0.52,0.006,0.25,0.28
Brandon Saad,24-25,VGK,L,29,400.95,24,15.34,29.34,1.23,0.098,0.24,0.31
Brandon Saad,25-26,VGK,L,34,433.3,21,15.12,28.88,0.38,0.01,0.1,0.13
Brandon Tanev,21-22,SEA,L,30,381.63,26,14.59,29.04,0.33,-0.033,0.15,0.17
Brandon Tanev,22-23,SEA,L,82,925.65,25,14.27,28.59,1.64,0.039,0.35,0.32
Brandon Tanev,23-24,SEA,L,66,761.75,29,14.6,28.98,0.92,0.018,0.17,0.14
Brandon Tanev,24-25,SEA,L,60,677.03,25,14.36,28.52,-0.41,-0.022,0.13,0.09
Brandon Tanev,24-25,WPG,L,19,184.67,24,13.9,27.19,1.75,0.115,0.26,0.26
Brandon Tanev,25-26,UTA,L,29,273.57,24,13.51,27.37,0.48,0.013,0.25,0.11
Brayden Point,21-22,T.B,C,66,1005.67,28,15.47,31.26,1.42,0.073,0.35,0.37
Brayden Point,22-23,T.B,C,82,1252.05,27,15.59,31.64,1.59,0.062,0.19,0.2
Brayden Point,23-24,T.B,C,81,1260.3,31,15.82,31.77,2.02,0.046,0.28,0.3
Brayden Point,24-25,T.B,C,77,1183.3,26,15.69,30.98,1.85,0.092,0.41,0.4
Brayden Point,25-26,T.B,C,31,430.08,29,14.78,30.7,1.94,0.1,0.42,0.47
Brayden Schenn,21-22,STL,C,62,890.42,30,15.14,30.2,-0.88,-0.017,0.22,0.26
Brayden Schenn,22-23,STL,C,82,1184.05,33,15.21,30.19,-1.26,-0.074,0.13,0.15
Brayden Schenn,23-24,STL,C,82,1117.9,28,15.09,30.25,-1.7,-0.064,0.1,0.1
Brayden Schenn,24-25,STL,C,82,1184.83,27,15.73,30.45,0.69,0.047,0.31,0.38
Brayden Schenn,25-26,STL,C,40,565.28,28,15.22,30.05,-0.21,0.021,0.19,0.2
Brendan Brisson,23-24,VGK,C,15,169.12,28,14.55,29.02,-0.62,0.032,0.25,0.22
Brendan Brisson,24-25,VGK,C,9,88.8,21,14.43,27.64,0.45,0.034,0.07,0.14
Brendan Gallagher,21-22,MTL,R,56,686.6,37,14.8,29.84,-1.35,-0.087,0,0.03
Brendan Gallagher,22-23,MTL,R,37,442.07,34,14.09,28.56,-2.02,-0.125,-0.04,-0.02
Brendan Gallagher,23-24,MTL,R,77,929.73,31,14.46,29.08,-1.77,-0.07,0.07,0.08
Brendan Gallagher,24-25,MTL,R,82,990.03,28,14.44,29.04,-2.21,-0.036,-0.01,0.06
Brendan Gallagher,25-26,MTL,R,38,423.73,27,13.91,27.78,-0.59,-0.027,0.03,0.17
Brendan Gaunce,21-22,CBJ,C,30,239.25,26,13.43,26.8,-0.25,-0.057,0.07,0.08
Brendan Gaunce,23-24,CBJ,C,24,265.68,31,13.95,27.6,-0.9,-0.068,-0.05,0.02
Brendan Gaunce,24-25,MIN,C,12,110.5,27,13.23,25.89,-2.49,-0.064,-0.07,-0.07
Brendan Gaunce,25-26,CBJ,C,14,136.07,23,13.93,27.19,0.01,-0.002,0.1,0.16
Brendan Lemieux,21-22,L.A,L,50,524.75,33,13.84,27.63,2.26,0.04,0.22,0.1
Brendan Lemieux,22-23,L.A,L,27,225.72,25,13.29,26.85,0.73,0.013,0.25,0.18
Brendan Lemieux,22-23,PHI,L,18,215.3,23,14.68,29.23,-0.93,-0.016,0.14,0.14
Brendan Lemieux,23-24,CAR,L,32,254.3,28,13.65,27.48,4.47,0.142,0.25,0.31
Brendan Perlini,21-22,EDM,L,23,188.35,26,13.68,27.26,1,0.009,0.16,0.1
Brennan Othmann,24-25,NYR,L,22,214.33,26,14.2,28.36,-0.7,-0.076,0.05,0.1
Brett Berard,24-25,NYR,L,35,370.05,33,14.09,28.16,-0.29,-0.013,0.1,0.11
Brett Berard,25-26,NYR,L,11,120.47,22,14.11,27.78,-1.23,-0.019,0.05,0.04
Brett Connolly,21-22,CHI,R,9,69.17,24,14.29,28.38,-0.99,-0.036,0.07,0.11
Brett Howden,21-22,VGK,C,47,473.33,34,13.99,27.46,0.96,0.045,0.16,0.17
Brett Howden,22-23,VGK,C,54,655.12,26,14.7,28.45,0.02,0.075,0.28,0.27
Brett Howden,23-24,VGK,C,72,844.45,33,14.32,28.6,-0.14,0.034,0.22,0.19
Brett Howden,24-25,VGK,C,80,1070.07,30,15.16,29.02,1.36,0.08,0.16,0.23
Brett Howden,25-26,VGK,C,33,442.18,21,15.13,28.86,0.4,0.013,0.16,0.16
Brett Leason,21-22,WSH,R,36,321.58,30,13.82,27.52,1.24,0.045,0.25,0.25
Brett Leason,22-23,ANA,R,54,578.4,30,14.12,28.16,-3.13,-0.159,-0.16,-0.13
Brett Leason,23-24,ANA,R,68,709.92,33,13.5,27.86,-2.2,-0.062,0.03,-0.04
Brett Leason,24-25,ANA,R,62,650.88,28,13.96,27.9,-1.43,-0.071,0.11,0.03
Brett Murray,21-22,BUF,L,19,234.4,26,14.72,28.92,-0.82,-0.078,0.03,0.03
Brett Ritchie,21-22,CGY,R,41,393.28,25,13.84,27.76,1.84,0.025,0.2,0.18
Brett Ritchie,22-23,ARI,R,16,175.3,22,12.91,26.42,-1.52,-0.084,-0.15,-0.1
Brett Ritchie,22-23,CGY,R,34,312.13,23,13.47,27.41,2,0.02,0.12,0.12
Brett Seney,22-23,CHI,L,7,85.45,26,14.57,28.92,-1.38,-0.066,-0.02,0
Brian Boyle,21-22,PIT,C,66,574.63,30,13.98,27.42,1.93,0.09,0.29,0.26
Brian Halonen,25-26,N.J,L,9,67.22,20,14.07,27.58,-2.24,-0.106,-0.07,-0.06
Brock Boeser,21-22,VAN,R,71,1063.18,32,15.43,30.67,0.78,0.021,0.18,0.2
Brock Boeser,22-23,VAN,R,74,1023.72,37,14.87,29.78,0.04,-0.012,0.14,0.17
Brock Boeser,23-24,VAN,R,81,1146.73,28,14.97,30.57,2.32,0.059,0.36,0.38
Brock Boeser,24-25,VAN,R,75,1070.85,35,15.16,30.1,0.93,0.032,0.19,0.21
Brock Boeser,25-26,VAN,R,36,495.38,31,15.05,30.85,-0.77,-0.06,0.04,-0.05
Brock McGinn,21-22,PIT,L,64,817.07,28,14.64,28.73,1.52,0.066,0.26,0.22
Brock McGinn,22-23,ANA,L,15,164.88,20,14.18,28.24,-3.72,-0.177,-0.07,-0.16
Brock McGinn,22-23,PIT,L,60,629.03,26,13.47,27.49,0.7,0.044,0.12,0.07
Brock McGinn,23-24,ANA,L,24,232.2,26,13.3,27.51,-1.78,-0.057,-0.02,-0.01
Brock McGinn,24-25,ANA,L,26,258.93,24,14.06,28.04,-1.69,-0.087,0.04,-0.02
Brock Nelson,21-22,NYI,C,72,1005.72,27,15.27,29.97,-1.42,-0.043,0.04,0.01
Brock Nelson,22-23,NYI,C,82,1157.73,34,14.94,29.79,0.35,0.052,0.22,0.24
Brock Nelson,23-24,NYI,C,82,1173.55,25,15.41,30.24,1.2,0.107,0.16,0.26
Brock Nelson,24-25,COL,C,19,275.68,25,15.32,30.54,1.91,0.006,0.2,0.21
Brock Nelson,24-25,NYI,C,61,910.85,30,15.5,30.33,-0.31,0.016,0.17,0.14
Brock Nelson,25-26,COL,C,38,520.07,24,14.56,29.8,4.16,0.186,0.55,0.41
Bryan Rust,21-22,PIT,R,60,843.28,29,16.43,32.27,1.3,0.072,0.23,0.28
Bryan Rust,22-23,PIT,R,81,1101.8,31,15.58,31.84,2.31,0.125,0.18,0.27
Bryan Rust,23-24,PIT,R,62,920.1,31,16.38,33.15,2.47,0.064,0.22,0.27
Bryan Rust,24-25,PIT,R,71,1078.33,38,16.51,32.5,1.63,0.041,0.21,0.24
Bryan Rust,25-26,PIT,R,35,522.1,31,15.62,30.87,0.26,-0.013,0.02,0.13
Buddy Robinson,21-22,ANA,R,32,275.67,35,13.69,26.97,-1.34,-0.054,-0.04,0.02
Buddy Robinson,22-23,CHI,R,9,101.88,30,13.53,27.08,-1.92,-0.066,-0.11,-0.09
Byron Froese,22-23,VGK,C,9,84.63,24,14.15,27.32,-0.7,0.04,0.09,0.11
Byron Froese,23-24,VGK,C,16,160.92,26,13.7,27.23,-1.28,0.01,0.12,0.08
Cal Clutterbuck,21-22,NYI,R,59,691.65,29,14.37,28.23,-0.99,-0.018,0.04,0.07
Cal Clutterbuck,22-23,NYI,R,49,503.32,28,14.48,28.8,0.55,-0.021,0.06,0.08
Cal Clutterbuck,23-24,NYI,R,82,802.33,25,14,27.47,-1.25,0,0.15,0.14
Callahan Burke,24-25,VGK,C,7,75.18,21,15.19,29.04,-0.24,0.035,0.24,0.17
Calle Jarnkrok,21-22,CGY,C,17,195.48,22,14.38,28.85,3.46,0.114,0.29,0.35
Calle Jarnkrok,21-22,SEA,C,49,629.43,28,15.17,30.2,0.67,0,0.16,0.22
Calle Jarnkrok,22-23,TOR,C,73,825.3,40,14.82,29.93,1.48,0.099,0.34,0.28
Calle Jarnkrok,23-24,TOR,C,52,631.62,27,14.7,29.15,0.61,0.048,0.31,0.23
Calle Jarnkrok,24-25,TOR,C,19,226.42,22,14.49,28.81,-1.27,-0.009,0.21,0.14
Calle Jarnkrok,25-26,TOR,C,22,201.38,25,14.17,27.99,-1.65,-0.019,0.24,0.22
Calum Ritchie,24-25,COL,C,7,75.3,20,14.19,28.36,0.69,-0.009,0.11,0.07
Calum Ritchie,25-26,NYI,C,28,289.07,23,14.07,28.25,-1.16,-0.061,0.01,-0.05
Cam Atkinson,21-22,PHI,R,73,964.18,34,15.16,30.51,-0.36,-0.018,0.15,0.23
Cam Atkinson,23-24,PHI,R,70,850.38,28,14.55,29.49,1.08,0.079,0.22,0.22
Cam Atkinson,24-25,T.B,R,39,319.72,25,13.4,26.46,-0.02,-0.01,0.14,0.12
Cam Lund,24-25,S.J,C,11,115.2,26,13.57,27.17,-2.41,-0.098,-0.18,-0.17
Carl Grundstrom,21-22,L.A,R,54,566.38,34,13.91,27.73,0.73,0.013,0.05,0.04
Carl Grundstrom,22-23,L.A,R,57,570.32,28,13.57,27.35,0.37,0.008,0.17,0.12
Carl Grundstrom,23-24,L.A,R,50,521.02,23,13.73,27.82,1.21,0.044,0.15,0.04
Carl Grundstrom,24-25,S.J,R,56,523.8,39,13.52,27.18,-2.91,-0.128,-0.18,-0.14
Carl Grundstrom,25-26,PHI,R,11,128.33,21,14.48,28.41,-0.68,-0.022,0.04,0.04
Carl Hagelin,21-22,WSH,L,53,641.72,31,14.17,28.3,1.86,0.091,0.29,0.34
Carson Meyer,21-22,CBJ,R,13,105.17,23,13.51,26.94,0.49,-0.021,0.12,0.26
Carson Meyer,22-23,CBJ,R,14,132.17,26,14.23,28.26,-2.77,-0.121,-0.11,-0.14
Carson Meyer,23-24,CBJ,R,14,127.5,25,13.78,27.18,-1.19,-0.057,-0.09,-0.04
Carter Rowney,21-22,DET,C/R,26,266.28,23,13.81,27.34,-1.51,-0.071,0.02,-0.06
Carter Verhaeghe,21-22,FLA,C,78,1115.87,33,14.94,30.19,3.03,0.152,0.4,0.41
Carter Verhaeghe,22-23,FLA,C,81,1182.83,28,15.03,31.45,3.99,0.173,0.38,0.39
Carter Verhaeghe,23-24,FLA,C,76,1071.33,27,14.75,30.7,4.09,0.154,0.3,0.34
Carter Verhaeghe,24-25,FLA,C,81,1188.13,29,15.39,30.87,3.41,0.142,0.27,0.31
Carter Verhaeghe,25-26,FLA,C,37,522.45,23,14.79,30.86,1.32,0.069,0.33,0.35
Casey Cizikas,21-22,NYI,C,74,855.82,30,14.25,27.99,-0.33,-0.021,0.03,0.05
Casey Cizikas,22-23,NYI,C,81,989.48,34,14.31,28.47,0.49,-0.009,0.15,0.19
Casey Cizikas,23-24,NYI,C,70,811.08,25,14.52,28.51,-1.19,0.017,0.17,0.15
Casey Cizikas,24-25,NYI,C,82,979.23,30,14.52,28.43,0.59,0.032,0.09,0.2
Casey Cizikas,25-26,NYI,C,39,378.32,23,13.61,27.27,-1.09,-0.053,-0.12,-0.09
Casey Mittelstadt,21-22,BUF,C,40,513.55,26,15,29.56,0.65,-0.034,0.07,0.1
Casey Mittelstadt,22-23,BUF,C,82,1061.93,28,14.76,29.53,0.41,-0.03,0.12,0.18
Casey Mittelstadt,23-24,BUF,C,62,925.23,29,15.11,30.31,0.51,-0.028,0.17,0.16
Casey Mittelstadt,23-24,COL,C,18,244.9,21,14.74,30.08,3.59,0.092,0.41,0.33
Casey Mittelstadt,24-25,BOS,C,18,258.82,24,14.31,28.31,-1.07,-0.016,0.16,0.04
Casey Mittelstadt,24-25,COL,C,63,889.32,37,14.84,29.63,1.97,0.023,0.18,0.18
Casey Mittelstadt,25-26,BOS,C,30,392.27,27,14.33,29.63,-0.2,-0.063,0.16,0.05
Cedric Paquette,21-22,MTL,C,24,166.48,31,13.38,27.06,-0.48,-0.012,0.06,0.11
Chandler Stephenson,21-22,VGK,C,79,1171.98,34,15.26,29.84,1.94,0.078,0.26,0.29
Chandler Stephenson,22-23,VGK,C,81,1169.83,29,15.24,29.5,0.56,0.1,0.41,0.37
Chandler Stephenson,23-24,VGK,C,75,1009.6,33,14.74,29.48,-0.06,0.063,0.34,0.27
Chandler Stephenson,24-25,SEA,C,78,1096.58,29,14.99,29.75,-0.29,-0.02,0.21,0.21
Chandler Stephenson,25-26,SEA,C,37,537.47,25,15.34,30.15,-1.07,-0.136,0.02,-0.03
Charles Hudon,22-23,COL,L,9,86.48,27,13.67,27.52,0.89,0.047,0.08,0.17
Charlie Coyle,21-22,BOS,C,82,1085.13,31,14.3,28.94,2.05,0.107,0.34,0.31
Charlie Coyle,22-23,BOS,C,82,1094.8,33,13.95,28.77,1.47,0.113,0.42,0.39
Charlie Coyle,23-24,BOS,C,82,1082.58,31,14.97,30.09,1.8,0.075,0.25,0.29
Charlie Coyle,24-25,BOS,C,64,843.37,31,14.61,29.27,-0.59,-0.001,0.16,0.12
Charlie Coyle,24-25,COL,C,19,217.45,26,14.06,28.04,1.16,0.041,0.18,0.17
Charlie Coyle,25-26,CBJ,C,38,512.38,24,15.44,30.17,0.31,0.068,0.34,0.31
Chris Kreider,21-22,NYR,C/L,81,1114.62,30,15.42,30.47,-0.15,0.035,0.22,0.23
Chris Kreider,22-23,NYR,L,79,1021.03,29,15.34,30.43,0.34,0.024,0.21,0.23
Chris Kreider,23-24,NYR,L,82,1067.37,31,14.92,29.87,0.05,-0.02,0.13,0.14
Chris Kreider,24-25,NYR,L,68,777.45,33,14.52,28.94,-0.07,0.003,0.06,0.16
Chris Kreider,25-26,ANA,L,35,451.13,21,15,30.37,1.24,0.031,0.24,0.33
